target_ref,target_sha,week_start,category,category_label,commit_count,edited_lines
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-10,documentation_examples,Documentation & examples,15,2896
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-10,release_maintenance,Release & maintenance,3,329
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-17,product_development,Product development,0,0
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-17,fixes_hardening,Fixes & hardening,0,0
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-17,tests_qa,Tests & QA,0,0
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-17,documentation_examples,Documentation & examples,0,0
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-17,release_maintenance,Release & maintenance,0,0
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-24,product_development,Product development,12,12494
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-24,fixes_hardening,Fixes & hardening,92,27467
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-24,tests_qa,Tests & QA,26,6356
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-24,documentation_examples,Documentation & examples,63,14854
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-24,release_maintenance,Release & maintenance,5,2098
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-31,product_development,Product development,0,0
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-31,fixes_hardening,Fixes & hardening,58,32134
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-31,tests_qa,Tests & QA,13,147902
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-31,documentation_examples,Documentation & examples,35,9844
3ade51de26c9adf21c4a7ad076837967e61c8038,3ade51de26c9adf21c4a7ad076837967e61c8038,2026-08-31,release_maintenance,Release & maintenance,14,2659
